video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
6a513338-0c76-418f-b842-e89547decacf_334_343,['6a513338-0c76-418f-b842-e89547decacf_507_516'],#C C paints the wooden rail with the paintbrush,#C C dips the paintbrush in the paint,Dip it in paint.," #C C dips the brush in paint."
6a513338-0c76-418f-b842-e89547decacf_547_556,['6a513338-0c76-418f-b842-e89547decacf_334_343'],#C C kneels on the floor,#C C paints the wooden rail with the paintbrush,Paint the rail.," #C C paints the rail."
30e16a80-2a80-4407-9193-533292e57230_50_59,['30e16a80-2a80-4407-9193-533292e57230_370_379'],#c c looks around parking lot,#c c looks at the cars on the car traffic jam,Look at the cars instead.," #C C looks at the cars."
30e16a80-2a80-4407-9193-533292e57230_35_44,['30e16a80-2a80-4407-9193-533292e57230_370_379'],#c c crosses the road,#c c looks at the cars on the car traffic jam,Look at the cars instead.," #C C looks at the cars in the parking."
30e16a80-2a80-4407-9193-533292e57230_370_379,['30e16a80-2a80-4407-9193-533292e57230_35_44'],#c c looks at the cars on the car traffic jam,#c c crosses the road,Cross the road instead.," #C C crosses the road"
30e16a80-2a80-4407-9193-533292e57230_370_379,['30e16a80-2a80-4407-9193-533292e57230_50_59'],#c c looks at the cars on the car traffic jam,#c c looks around parking lot,Look around instead.," #C C looks around."
f89bdeab-5106-4c0c-91b6-ed010120bf18_1533_1542,['f89bdeab-5106-4c0c-91b6-ed010120bf18_1577_1586'],#C C moves a player piece on the maze,#C C rotates a player piece on the maze,Rotate it.," #C C rotates the board game."
f89bdeab-5106-4c0c-91b6-ed010120bf18_1577_1586,['f89bdeab-5106-4c0c-91b6-ed010120bf18_1533_1542'],#C C rotates a player piece on the maze,#C C moves a player piece on the maze,Move it.," #C C moves the bot."
887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_76_85,['887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_300_309'],#C C picks a screw from the floor.,#C C adjusts a part of the bicycle handlebar with his right hand.,Adjust the bicycle part.," #C C adjusts the bicycle rim."
887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_300_309,['887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_76_85'],#C C adjusts a part of the bicycle handlebar with his right hand.,#C C picks a screw from the floor.,Pick up the screw.," #C C picks up the screw."
887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_0_7,['887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_194_203'],#C C picks a bicycle side mirror from a table in a workshop.,#C C fixes the side mirror on the bicycle handle.,Attach it to the handle.," #C C attaches the bike light to the handle."
887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230,['887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230'],#C C drops the wrench on workshop stool.,#C C picks the screwdriver from workshop stool.,Pick up the screwdriver instead.," #C C picks up the screwdriver."
887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230,['887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230'],#C C picks the screwdriver from workshop stool.,#C C picks the screwdriver from workshop stool.,No action required.," #C C puts the screwdriver on the bicycle handle"
1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0_9,['1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_142_151'],#C C walks towards a set of tools on the floor,#C C removes nylon from the plastic container,Remove nylon from the container.," #C C removes nylon from the container."
1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_142_151,['1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0_9'],#C C removes nylon from the plastic container,#C C walks towards a set of tools on the floor,Walk towards the tools.," #C C walks towards the tools."
1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_16_25,['1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193'],#C C measures the wall with the measure rule,#C C checks the other side of the wall,Check the opposite side.," #C C measures the opposite side of the wall with the folding ruler."
1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193,['1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_16_25'],#C C checks the other side of the wall,#C C measures the wall with the measure rule,Measure it instead.," #C C measures the drilling machine."
95aa4159-3ad7-46f3-ad1e-c85e6b64659c_99_108,['95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35'],#C C holds the guitar with both hands.,#C C adjusts the tuner with his left hand.,Adjust the tuner.," #C C adjusts the guitar tuner."
95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35,['95aa4159-3ad7-46f3-ad1e-c85e6b64659c_99_108'],#C C adjusts the tuner with his left hand.,#C C holds the guitar with both hands.,Hold it with both hands.," #C C holds the guitar with both hands."
95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35,['95aa4159-3ad7-46f3-ad1e-c85e6b64659c_186_195'],#C C adjusts the tuner with his left hand.,#C C operates the cellphone on the chair with his right hand.,Use the other hand and operate the cellphone.," #C C operates the cellphone with his left hand"
95aa4159-3ad7-46f3-ad1e-c85e6b64659c_186_195,['95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35'],#C C operates the cellphone on the chair with his right hand.,#C C adjusts the tuner with his left hand.,Adjust it with the other hand.," #C C adjusts the phone with his left hand."
eafc77b4-8b79-47f6-b3ab-bae2fb7703c3_2453_2462,['eafc77b4-8b79-47f6-b3ab-bae2fb7703c3_2484_2493'],#C C packs the corn on the slab #unsure,#C C carries the sack away,Carry the sack away.," #C C carries the sack of beans away"
eafc77b4-8b79-47f6-b3ab-bae2fb7703c3_2484_2493,['eafc77b4-8b79-47f6-b3ab-bae2fb7703c3_2453_2462'],#C C carries the sack away,#C C packs the corn on the slab #unsure,Pack the corn instead.," #C C packs the corn."
a54b4d01-0962-4e75-be97-a9f50edb43a9_405_414,['a54b4d01-0962-4e75-be97-a9f50edb43a9_367_376'],#C C dips her right hand into the paint.,#C C picks the paint can from the table with her right hand.,Pick up the can instead.," #C C picks up the paint can from the floor."
a54b4d01-0962-4e75-be97-a9f50edb43a9_463_472,['a54b4d01-0962-4e75-be97-a9f50edb43a9_367_376'],#C C dips her right hand into the paint.,#C C picks the paint can from the table with her right hand.,Pick up the can instead.," #C C picks up the paint can with her right hand."
a54b4d01-0962-4e75-be97-a9f50edb43a9_367_376,"['a54b4d01-0962-4e75-be97-a9f50edb43a9_367_376', 'a54b4d01-0962-4e75-be97-a9f50edb43a9_405_414']",#C C picks the paint can from the table with her right hand.,#C C picks the paint can from the table with her right hand.,No action required.," #C C picks the paint can on the floor with her right hand"
d78e3794-6f26-4e01-a2ce-08696774c056_767_776,['d78e3794-6f26-4e01-a2ce-08696774c056_0_6'],#C C adjusts the tray on her lap,#C C holds a tray of flowers in her hands.,Hold it in hands instead.," #C C holds the book with both hands."
d78e3794-6f26-4e01-a2ce-08696774c056_0_6,['d78e3794-6f26-4e01-a2ce-08696774c056_767_776'],#C C holds a tray of flowers in her hands.,#C C adjusts the tray on her lap,Adjust it on the lap.," #C C places her left hand on her lap."
dc030d61-5866-4285-934f-b0144346e067_1188_1197,['dc030d61-5866-4285-934f-b0144346e067_1013_1022'],#C C inspects the crochet pattern of the cloth with her hands,#C C adjusts the yarn with her left index finger,Adjust the yarn.," #C C adjusts the yarn on the finger."
dc030d61-5866-4285-934f-b0144346e067_1013_1022,['dc030d61-5866-4285-934f-b0144346e067_1165_1174'],#C C adjusts the yarn with her left index finger,#C C wraps the wool around the finger of her left hand,Wrap it around the finger.," #C C wraps the yarn around her finger."
dc030d61-5866-4285-934f-b0144346e067_1013_1022,['dc030d61-5866-4285-934f-b0144346e067_1122_1131'],#C C adjusts the yarn with her left index finger,#C C removes the crochet hook from the wool,Remove the hook.," #C C removes the crochet hook with her right hand."
dc030d61-5866-4285-934f-b0144346e067_1013_1022,['dc030d61-5866-4285-934f-b0144346e067_1188_1197'],#C C adjusts the yarn with her left index finger,#C C inspects the crochet pattern of the cloth with her hands,Inspect the pattern.," #C C inspects the crochet pattern."
dc030d61-5866-4285-934f-b0144346e067_1122_1131,['dc030d61-5866-4285-934f-b0144346e067_1013_1022'],#C C removes the crochet hook from the wool,#C C adjusts the yarn with her left index finger,Adjust it with the finger.," #C C adjusts the crochet hook with her finger."
dc030d61-5866-4285-934f-b0144346e067_1165_1174,['dc030d61-5866-4285-934f-b0144346e067_1013_1022'],#C C wraps the wool around the finger of her left hand,#C C adjusts the yarn with her left index finger,Adjust it with the finger.," #C C adjusts the yarn with her finger."
10beec0f-0e23-4506-b446-b8389aabe0bb_50_59,['10beec0f-0e23-4506-b446-b8389aabe0bb_136_145'],#C C loosens bolt from the Mower engine with the cordless drill driver,#C C drops the bolts into the cover on the metal stand with his left hand,Drop them into the cover.," #C C drops the screws into the lawn mower cover."
10beec0f-0e23-4506-b446-b8389aabe0bb_247_256,['10beec0f-0e23-4506-b446-b8389aabe0bb_228_236'],#C C drops the pair of pliers on the metal stand with his right hand,#C C picks up the pair of pliers with his right hand,Pick them up.," #C C picks up the pliers from the lawn mower with his right hand"
10beec0f-0e23-4506-b446-b8389aabe0bb_228_236,['10beec0f-0e23-4506-b446-b8389aabe0bb_247_256'],#C C picks up the pair of pliers with his right hand,#C C drops the pair of pliers on the metal stand with his right hand,Drop them on the stand.," #C C drops the pliers on the stand."
980b8448-19df-458e-877a-3dd3e7fa75a5_135_144,['980b8448-19df-458e-877a-3dd3e7fa75a5_185_194'],#C C picks a piece of metal from her left hand with the tweezers in her right hand.,#C C adjusts her cloth with her right hand.,Adjust the cloth instead.," #C C adjusts the cloth."
980b8448-19df-458e-877a-3dd3e7fa75a5_166_175,['980b8448-19df-458e-877a-3dd3e7fa75a5_185_194'],#C C picks a piece of metal from her left hand with the tweezers in her right hand.,#C C adjusts her cloth with her right hand.,Adjust the cloth instead.," #C C adjusts the cloth with her left hand."
980b8448-19df-458e-877a-3dd3e7fa75a5_185_194,"['980b8448-19df-458e-877a-3dd3e7fa75a5_135_144', '980b8448-19df-458e-877a-3dd3e7fa75a5_166_175']",#C C adjusts her cloth with her right hand.,#C C picks a piece of metal from her left hand with the tweezers in her right hand.,Use tweezers to pick up the metal piece.," #C C picks a metal piece with tweezers."
d392a2c0-7afb-436b-9233-08e3aa6ef741_640_649,['d392a2c0-7afb-436b-9233-08e3aa6ef741_652_661'],#C C turns off the mixer,#C C turns on the mixer,Turn it on.," #C C turns on the mixer."
d392a2c0-7afb-436b-9233-08e3aa6ef741_652_661,['d392a2c0-7afb-436b-9233-08e3aa6ef741_640_649'],#C C turns on the mixer,#C C turns off the mixer,Turn it off.," #C C turns off the device."
d392a2c0-7afb-436b-9233-08e3aa6ef741_754_763,['d392a2c0-7afb-436b-9233-08e3aa6ef741_784_793'],#C C puts down the bucket,#C C picks a bucket,Pick it up.," #C C picks it up from the room."
d392a2c0-7afb-436b-9233-08e3aa6ef741_697_706,['d392a2c0-7afb-436b-9233-08e3aa6ef741_652_661'],#C C picks the mixing bowl,#C C turns on the mixer,Turn it on.," #C C turns on the mixer."
d392a2c0-7afb-436b-9233-08e3aa6ef741_784_793,['d392a2c0-7afb-436b-9233-08e3aa6ef741_810_819'],#C C picks a bucket,#C C cleans a container in the bucket,Clean the container inside it.," #C C cleans the container with his right hand."
d392a2c0-7afb-436b-9233-08e3aa6ef741_784_793,['d392a2c0-7afb-436b-9233-08e3aa6ef741_754_763'],#C C picks a bucket,#C C puts down the bucket,Set it down.," #C C sets the bucket down with his right hand."
caa582d2-0b56-4a75-893e-a3b727a448d0_0_6,['caa582d2-0b56-4a75-893e-a3b727a448d0_1344_1353'],#C C puts the phone on the car seat,#C C drives a car,Begin driving.," #C C drives."
caa582d2-0b56-4a75-893e-a3b727a448d0_549_558,['caa582d2-0b56-4a75-893e-a3b727a448d0_1066_1075'],#C C lifts his hand,#C C stops the car,Stop the car.," #C C stops the car."
caa582d2-0b56-4a75-893e-a3b727a448d0_1066_1075,['caa582d2-0b56-4a75-893e-a3b727a448d0_549_558'],#C C stops the car,#C C lifts his hand,Lift the hand.," #C C lifts his hand from the indicator."
caa582d2-0b56-4a75-893e-a3b727a448d0_1066_1075,['caa582d2-0b56-4a75-893e-a3b727a448d0_106_115'],#C C stops the car,#C C waits for the traffic lights to turn on,Wait for the lights.," #C C waits for the traffic lights."
caa582d2-0b56-4a75-893e-a3b727a448d0_1344_1353,['caa582d2-0b56-4a75-893e-a3b727a448d0_0_6'],#C C drives a car,#C C puts the phone on the car seat,Place the phone on the seat.," #C C places the phone on the seat."
46af7819-8dfd-4c3c-9b21-5ad0d9095580_876_885,"['46af7819-8dfd-4c3c-9b21-5ad0d9095580_763_772', '46af7819-8dfd-4c3c-9b21-5ad0d9095580_609_618']",#C C smoothens the cloth with her hands,#C C adjusts the cloth,Adjust it.," #C C adjusts the bedsheet with both hands."
46af7819-8dfd-4c3c-9b21-5ad0d9095580_763_772,['46af7819-8dfd-4c3c-9b21-5ad0d9095580_876_885'],#C C adjusts the cloth,#C C smoothens the cloth with her hands,Smoothen it with hands.," #C C smoothens the bedsheet with her hands."
1dc4752a-338d-4d9b-820e-0a6b3add776e_286_294,['1dc4752a-338d-4d9b-820e-0a6b3add776e_3_12'],#C C picks a chisel from another workbench. #unsure,#C C adjusts a part of the motor bike with b,Adjust the part.," #C C adjusts the part with his right hand"
1dc4752a-338d-4d9b-820e-0a6b3add776e_3_12,['1dc4752a-338d-4d9b-820e-0a6b3add776e_286_294'],#C C adjusts a part of the motor bike with b,#C C picks a chisel from another workbench. #unsure,Pick up the chisel instead.," #C C picks up the chisel."
1dc4752a-338d-4d9b-820e-0a6b3add776e_3_12,['1dc4752a-338d-4d9b-820e-0a6b3add776e_167_175'],#C C adjusts a part of the motor bike with b,#C C transfers the carton close to him with his right hand.,Move the carton instead.," #C C moves the carton."
1dc4752a-338d-4d9b-820e-0a6b3add776e_167_175,['1dc4752a-338d-4d9b-820e-0a6b3add776e_3_12'],#C C transfers the carton close to him with his right hand.,#C C adjusts a part of the motor bike with b,Adjust the part instead.," #C C adjusts the part."
1dc4752a-338d-4d9b-820e-0a6b3add776e_357_365,['1dc4752a-338d-4d9b-820e-0a6b3add776e_167_175'],#C C holds the left handle of the motorcycle with his left hand.,#C C transfers the carton close to him with his right hand.,Transfer the carton with the other hand.," #C C transfers the carton with his left hand."
1dc4752a-338d-4d9b-820e-0a6b3add776e_357_365,['1dc4752a-338d-4d9b-820e-0a6b3add776e_369_377'],#C C holds the left handle of the motorcycle with his left hand.,#C C removes his hands from the motorcycle.,Remove hands.," #C C looks around the workshop without using his hands."
661af742-c8a6-47da-b1b6-7c652ec89034_48_57,['661af742-c8a6-47da-b1b6-7c652ec89034_108_117'],#C C drops the tray on the plate with her hands,#C C drops the sponge in her right hand on the kitchen slab by the sink,Drop the sponge instead.," #C C drops the sponge on the kitchen table."
661af742-c8a6-47da-b1b6-7c652ec89034_0_5,['661af742-c8a6-47da-b1b6-7c652ec89034_48_57'],#C C holds a bowl in her left hand,#C C drops the tray on the plate with her hands,Drop the tray instead.," #C C drops the tray in the sink."
661af742-c8a6-47da-b1b6-7c652ec89034_108_117,['661af742-c8a6-47da-b1b6-7c652ec89034_48_57'],#C C drops the sponge in her right hand on the kitchen slab by the sink,#C C drops the tray on the plate with her hands,Drop the tray instead.," #O person A drops a tray into the sink"
f1f6a30e-b81c-4edf-a99f-272072f72642_1396_1405,['f1f6a30e-b81c-4edf-a99f-272072f72642_1459_1468'],#C C places mug on top of the sink,#C C dips spatula inside soapy water,Dip the spatula in water.," #C C dips the spatula in water."
f1f6a30e-b81c-4edf-a99f-272072f72642_1264_1273,['f1f6a30e-b81c-4edf-a99f-272072f72642_1204_1213'],#C C holds lint roller,#C C folds adhesive paper,Fold the paper.," #C C folds the paper."
f1f6a30e-b81c-4edf-a99f-272072f72642_1204_1213,['f1f6a30e-b81c-4edf-a99f-272072f72642_1264_1273'],#C C folds adhesive paper,#C C holds lint roller,Hold the lint roller instead.," #C C holds the lint roller"
f1f6a30e-b81c-4edf-a99f-272072f72642_1459_1468,['f1f6a30e-b81c-4edf-a99f-272072f72642_1396_1405'],#C C dips spatula inside soapy water,#C C places mug on top of the sink,Place the mug instead.," #C C places a mug."
f1f6a30e-b81c-4edf-a99f-272072f72642_1459_1468,['f1f6a30e-b81c-4edf-a99f-272072f72642_1435_1444'],#C C dips spatula inside soapy water,#C C holds scouring pad,Hold the pad instead.," #C C holds the scotch pad with his right hand."
29928d46-5209-4d00-9fbf-b5c056845ded_182_191,['29928d46-5209-4d00-9fbf-b5c056845ded_0_5'],#C C removes phone from his pocket,#C C takes a picture of the bike with his phone,Take a picture with it.," #C C takes a picture with the phone."
29928d46-5209-4d00-9fbf-b5c056845ded_90_99,['29928d46-5209-4d00-9fbf-b5c056845ded_418_427'],#C C folds the microfiber towel,#C C wipes the bicycle with serviette,Wipe with it instead.," #C C wipes the bicycle with the pump."
29928d46-5209-4d00-9fbf-b5c056845ded_418_427,['29928d46-5209-4d00-9fbf-b5c056845ded_90_99'],#C C wipes the bicycle with serviette,#C C folds the microfiber towel,Fold the towel.," #C C folds the towel."
29928d46-5209-4d00-9fbf-b5c056845ded_0_5,['29928d46-5209-4d00-9fbf-b5c056845ded_182_191'],#C C takes a picture of the bike with his phone,#C C removes phone from his pocket,Remove the phone.," #C C stops using the phone."
5935de98-30c0-4357-9e89-1c1395c1e2c1_5_14,['5935de98-30c0-4357-9e89-1c1395c1e2c1_234_243'],#C C squats on the floor of room.,#C C adjusts the tile on the paint bucket.,Adjust the object on top.," #C C adjusts the carton on top."
